Company,Title,Location,Salary,Posted,Source,URL
Socket,"Forward Deployed Engineer, Python","San Francisco, CA",Not Specified,2025-11-27,JobSpy (glassdoor),https://www.glassdoor.com/job-listing/j?jl=1009949672386
CrowdStrike,"Threat Hunter - GovCloud, 3rd Shift (Remote)",United States,Not Specified,2025-11-09,JobSpy (glassdoor),https://www.glassdoor.com/job-listing/j?jl=1009933344380
TRIMEDX,Staff Economist - Remote,Remote,Not Specified,2025-11-08,JobSpy (glassdoor),https://www.glassdoor.com/job-listing/j?jl=1009931890459
Data Surge,Data Scientist,Remote,Not Specified,2025-10-28,JobSpy (glassdoor),https://www.glassdoor.com/job-listing/j?jl=1009919525166
Alteryx,Staff Python Software Engineer,Remote,Not Specified,2025-10-24,JobSpy (glassdoor),https://www.glassdoor.com/job-listing/j?jl=1009916015755
Truveta,Dedicated Support Research Analyst,Remote,Not Specified,2025-10-18,JobSpy (glassdoor),https://www.glassdoor.com/job-listing/j?jl=1009676284702
OpenAI,"Software Engineer, Full Stack (People Innovation)",Remote,Not Specified,2025-10-16,JobSpy (glassdoor),https://www.glassdoor.com/job-listing/j?jl=1009908295622
"EPAM Systems, Inc.",AIML Consultant - Remote,Remote,Not Specified,2025-10-04,JobSpy (glassdoor),https://www.glassdoor.com/job-listing/j?jl=1009896453772
CrowdStrike,IAM Engineer - Operations (Remote),Remote,Not Specified,2025-09-11,JobSpy (glassdoor),https://www.glassdoor.com/job-listing/j?jl=1009872333372
G5 Entertainment,Game Data Analyst,Remote,Not Specified,2025-09-06,JobSpy (glassdoor),https://www.glassdoor.com/job-listing/j?jl=1009350347787
Intrepid Studios,Associate Software Engineer,Remote,Not Specified,2025-08-30,JobSpy (glassdoor),https://www.glassdoor.com/job-listing/j?jl=1009858475540
CrowdStrike,Sr. AI Agent Developer (Remote),Remote,Not Specified,2025-08-14,JobSpy (glassdoor),https://www.glassdoor.com/job-listing/j?jl=1009843167886
INFRAWARE,Software Developer,"Remote, US",Not Specified,2026-01-24,JobSpy (indeed),https://www.indeed.com/viewjob?jk=0d976790a3d31448
MyPlanAdvocate,Senior Business Analyst,"Remote, US",Not Specified,2026-01-24,JobSpy (indeed),https://www.indeed.com/viewjob?jk=4f978157d14e4c7d
SelectQuote,SEO & AI Search Specialist,"Remote, US",Not Specified,2026-01-23,JobSpy (indeed),https://www.indeed.com/viewjob?jk=1cfcbb4690bf7bcd
SelectQuote,Technical SEO and AI Strategist,"Remote, US",Not Specified,2026-01-23,JobSpy (indeed),https://www.indeed.com/viewjob?jk=5add9aa26bf2501c
The Motley Fool,Business Intelligence Analyst,"Remote, US",Not Specified,2026-01-23,JobSpy (indeed),https://www.indeed.com/viewjob?jk=028e25ee7b5c7659
FiscalNote,"Platform Engineer - Application Deadline of January 30th, 2026","Remote, US",Not Specified,2026-01-23,JobSpy (indeed),https://www.indeed.com/viewjob?jk=81682d00d9e6368b
SHI International,Solutions Architect - Azure,"Remote, US",Not Specified,2026-01-23,JobSpy (indeed),https://www.indeed.com/viewjob?jk=b3bd034bcb225438
Lumos Fiber,Director - GIS,"Remote, US",Not Specified,2026-01-23,JobSpy (indeed),https://www.indeed.com/viewjob?jk=44f2ca54069340ef
Ministry Brands,Sales Engineer,"Remote, US",Not Specified,2026-01-23,JobSpy (indeed),https://www.indeed.com/viewjob?jk=9e320f922357898d
Highstep Technologies,Maximo Integration Developer,"Remote, US",Not Specified,2026-01-23,JobSpy (indeed),https://www.indeed.com/viewjob?jk=222c02fe165c7004
Lynx,Sr. Software Engineer,"Remote, US",Not Specified,2026-01-23,JobSpy (indeed),https://www.indeed.com/viewjob?jk=bb78b17ae2c23db1
GetWellNetwork,Hardware Automation Engineer,"Remote, US",Not Specified,2026-01-22,JobSpy (indeed),https://www.indeed.com/viewjob?jk=e093b53a04b5dce5
Intel Corporation,Senior Logic Design Engineer,"Remote, US",Not Specified,2026-01-22,JobSpy (indeed),https://www.indeed.com/viewjob?jk=cf243ee535fae5b7
Omada Health,Senior Systems Engineer,"Remote, US",Not Specified,2026-01-22,JobSpy (indeed),https://www.indeed.com/viewjob?jk=9ffad34b9e91f163
CrowdStrike,AI Platforms Manager (Remote),"Remote, US",Not Specified,2026-01-22,JobSpy (indeed),https://www.indeed.com/viewjob?jk=1a6f41449116170a
Promevo,"Solutions Architect, Cloud & AI","Remote, US",Not Specified,2026-01-22,JobSpy (indeed),https://www.indeed.com/viewjob?jk=201d5b52db79a329
American Institutes for Research,Principal Systems Programmer,"Remote, US",Not Specified,2026-01-22,JobSpy (indeed),https://www.indeed.com/viewjob?jk=b80f3b92cf0777b6
Schellman,Contract Senior Penetration Tester (1099),"Remote, US",Not Specified,2026-01-21,JobSpy (indeed),https://www.indeed.com/viewjob?jk=121972a2e6f6aff3
World Wide Technology,Lead Cloud Solution Architect- Platform Engineering,"Remote, US",Not Specified,2026-01-21,JobSpy (indeed),https://www.indeed.com/viewjob?jk=6a9f4ca780e0b6c9
Ascend Technologies,Azure AppDev Architect,"Remote, US",Not Specified,2026-01-21,JobSpy (indeed),https://www.indeed.com/viewjob?jk=dffd4cf546c7f464
Zoom Communications,DevOps Engineer,"Remote, US",Not Specified,2026-01-21,JobSpy (indeed),https://www.indeed.com/viewjob?jk=0414ba167e772047
Silverchair,Senior AI Engineer – External Products,"Remote, US",Not Specified,2026-01-12,JobSpy (indeed),https://www.indeed.com/viewjob?jk=8c87d4f36b68e514
Silverchair,Senior AI Engineer – Internal Systems & Developer Productivity,"Remote, US",Not Specified,2026-01-12,JobSpy (indeed),https://www.indeed.com/viewjob?jk=f261bf5b626dd4fc
Amazon.com,"Solutions Architect, eero","Remote, US",Not Specified,2026-01-09,JobSpy (indeed),https://www.indeed.com/viewjob?jk=bd0bcd1eef51b3e1
Adela Technologies,Site Reliability Engineer,"Remote, US",Not Specified,2022-06-14,JobSpy (indeed),https://www.indeed.com/viewjob?jk=21b61859efcb4624
Deloitte,Python Fast API/Django/Flask,"Bengaluru, Karnataka, India",Not Specified,2026-01-24,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4355790365
Jetstar Airways,Data Analyst,"Melbourne, Victoria, Australia",Not Specified,2026-01-23,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4365448229
Los Angeles Dodgers,Junior Quantitative Analyst,"Los Angeles, CA",Not Specified,2026-01-22,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4362547868
Google,"Business Analyst, gTech","Gurugram, Haryana, India",Not Specified,2026-01-22,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4362566823
Morgan Stanley,Data Engineer Python- Associate- Software Engineer,"Bengaluru, Karnataka, India",Not Specified,2026-01-22,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4362184916
Los Angeles Dodgers,Quantitative Analyst,"Los Angeles, CA",Not Specified,2026-01-22,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4362682349
Elder Research,Data Analyst (Remote),"Arlington, VA",Not Specified,2026-01-22,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4365308182
Elder Research,Data Scientist (Remote),Remote,Not Specified,2026-01-22,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4365293513
Amach,Data Scientists,"London, England, UK",Not Specified,2026-01-21,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4361926897
EY,Associate Analyst,"Bengaluru, Karnataka, India",Not Specified,2026-01-21,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4361997330
Deloitte,Python + FastAPI Developer,"Bengaluru, Karnataka, India",Not Specified,2026-01-20,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4354101363
Lockheed Martin,Software Engineer,"Littleton, CO",Not Specified,2026-01-20,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4364916497
Lockheed Martin,Software Engineer,"Littleton, CO",Not Specified,2026-01-20,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4364629846
Lockheed Martin,Software Engineer,"Littleton, CO",Not Specified,2026-01-20,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4364922321
Lockheed Martin,Software Engineer,"Littleton, CO",Not Specified,2026-01-20,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4364692897
Notion,"Software Engineer, AI Agentic Search, Early Career","Hyderabad, Telangana, India",Not Specified,2026-01-19,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4364091985
ConnectPrep,Data Analyst Internship,"Boston, MA",Not Specified,2026-01-18,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4364019679
Tower Research Capital,Python Developer,"Gurgaon, Haryana, India",Not Specified,2026-01-16,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4165260013
Spotify,"Data Scientist - Finance Data & Insights, Ads and Podcasts","New York, NY",Not Specified,2026-01-16,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4363793055
LinkedIn,Strategic Insights Analyst,"New York, NY",Not Specified,2026-01-13,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4361590526
Lensa,Data Analyst - Entry Level,"Dallas, TX",Not Specified,nan,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4365705404
Lensa,Entry-Level Data Analyst,"Chicago, IL",Not Specified,nan,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4365712374
Lensa,Data Analyst - 100% Remote,"Jacksonville, FL",Not Specified,nan,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4365715249
Lensa,Data & Reporting Analyst - Remote,"Raleigh, NC",Not Specified,nan,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4365708457
Lensa,Junior Software Developer (REMOTE),"Chantilly, VA",Not Specified,nan,JobSpy (linkedin),https://www.linkedin.com/jobs/view/4365696825
